COPY_MUT_PROB,DISABLE_REACTION_SENSORS,EVENT_FILE,RANDOM_SEED,REACTION_SENSORS_NEUTRAL,change_rate,changing_env,average_generation,equals,equals_all_update,equals_odd+even,equals_odd+even_update,equals_update,genome_length,lineage_length,match_score_all,match_score_even,match_score_odd,match_score_odd_even,phenotype_all,phenotype_even,phenotype_odd,phenotype_task_order,plastic_odd_even,plastic_odd_even_update
0.0025,1,events-const-all.cfg,2090,0.0,u0,0,32341.4,False,None,False,None,None,118,881,7,5,3,8,111111100,111111100,111111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2091,0.0,u0,0,31380.4,True,183686,True,183686,183686,113,1272,7,5,5,10,110111101,110111101,110111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2092,0.0,u0,0,31295.9,True,149619,True,149619,149619,116,954,7,5,5,10,110111101,110111101,110111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2093,0.0,u0,0,25266.4,True,31917,True,31917,31917,122,883,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2094,0.0,u0,0,29128.7,True,9183,True,9183,9183,116,1230,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2095,0.0,u0,0,29230,True,42908,True,42908,42908,121,1350,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2096,0.0,u0,0,30380.1,False,None,False,None,None,111,1211,6,4,4,8,110111100,110111100,110111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2097,0.0,u0,0,31420.6,True,135073,True,135073,135073,112,928,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2098,0.0,u0,0,27303.5,False,None,False,None,None,127,1354,7,5,3,8,111111100,111111100,111111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2099,0.0,u0,0,27164.7,True,49932,True,49932,49932,121,1064,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all.cfg,2100,0.0,u0,0,24148.2,True,132606,True,132606,132606,116,1027,8,6,4,10,111111101,111111101,111111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2101,0.0,u0,0,27757.6,True,20272,True,20272,20272,119,1105,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2102,0.0,u0,0,31195.3,True,65195,True,65195,65195,126,1529,8,6,4,10,111111101,111111101,111111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2103,0.0,u0,0,24301.3,True,15976,True,15976,15976,142,1305,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2104,0.0,u0,0,26938.4,True,30956,True,30956,30956,124,1107,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2105,0.0,u0,0,31970.5,True,13210,True,13210,13210,113,901,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2106,0.0,u0,0,23510.6,True,70972,True,70972,70972,117,999,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2107,0.0,u0,0,30851.5,False,None,False,None,None,120,1272,7,5,3,8,111111100,111111100,111111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2108,0.0,u0,0,27044.7,True,97545,True,97545,97545,110,1097,7,3,7,10,111101011,111101011,111101011,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2109,0.0,u0,0,13254.3,True,43002,True,43002,43002,203,1596,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2110,0.0,u0,0,29597.2,True,30090,True,30090,30090,109,810,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2111,0.0,u0,0,17261.6,True,61804,True,61804,61804,135,1323,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2112,0.0,u0,0,30786.4,False,None,False,None,None,104,1525,6,4,4,8,110111100,110111100,110111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2113,0.0,u0,0,22376.7,True,18973,True,18973,18973,117,800,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2114,0.0,u0,0,31395.7,True,5746,True,5746,5746,117,853,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2115,0.0,u0,0,32217.3,True,20406,True,20406,20406,115,790,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2116,0.0,u0,0,31340.4,True,25211,True,25211,25211,101,1024,8,6,4,10,111111101,111111101,111111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2117,0.0,u0,0,30072.7,False,None,False,None,None,120,1173,7,5,3,8,111111100,111111100,111111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2118,0.0,u0,0,17346.5,False,None,False,None,None,116,857,7,5,3,8,111111100,111111100,111111100,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2119,0.0,u0,0,21033.8,True,22376,True,22376,22376,121,971,8,6,4,10,111111101,111111101,111111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2120,0.0,u0,0,25689.4,True,73357,True,73357,73357,120,1110,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2121,0.0,u0,0,31105.1,True,98578,True,98578,98578,111,863,7,5,5,10,100111111,100111111,100111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2122,0.0,u0,0,29675.5,True,12180,True,12180,12180,115,1017,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2123,0.0,u0,0,35245.7,True,23420,True,23420,23420,104,876,7,5,5,10,110111101,110111101,110111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2124,0.0,u0,0,17619.2,True,8816,True,8816,8816,110,422,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2125,0.0,u0,0,21754.6,True,12134,True,12134,12134,104,581,9,5,5,10,111111111,111111111,111111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2126,0.0,u0,0,29410.6,True,111982,True,111982,111982,107,1078,7,3,7,10,110101111,110101111,110101111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2127,0.0,u0,0,15554.3,True,7886,True,7886,7886,114,844,8,4,6,10,111111011,111111011,111111011,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2128,0.0,u0,0,23692.8,True,13956,True,13956,13956,118,752,8,6,4,10,111111101,111111101,111111101,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-all-equal.cfg,2129,0.0,u0,0,30267.1,True,22113,True,22113,22113,112,1267,8,4,6,10,110111111,110111111,110111111,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
