COPY_MUT_PROB,DISABLE_REACTION_SENSORS,EVENT_FILE,PHYLOGENY_SNAPSHOT_RES,RANDOM_SEED,REACTION_SENSORS_NEUTRAL,average_generation,chg_env,deletion_mut_cnt,environment,genome_length,insertion_mut_cnt,lineage_length_genotypes,lineages_max_deleterious_steps,lineages_max_taxon_volatility,lineages_max_unique_taxa,lineages_mean_deleterious_steps,lineages_mean_taxon_volatility,lineages_mean_unique_taxa,lineages_min_deleterious_steps,lineages_min_taxon_volatility,lineages_min_unique_taxa,lineages_variance_deleterious_steps,lineages_variance_taxon_volatility,lineages_variance_unique_taxa,match_score_all,match_score_even,match_score_odd,match_score_odd_even,optimal_plastic,phenotype_all,phenotype_even,phenotype_odd,phenotype_task_order,phylo_ave_depth,phylo_current_phylogenetic_diversity,phylo_diversity,phylo_max_evolutionary_distinctiveness,phylo_max_pairwise_distance,phylo_mean_evolutionary_distinctiveness,phylo_mean_pairwise_distance,phylo_min_evolutionary_distinctiveness,phylo_min_pairwise_distance,phylo_mrca_changes,phylo_mrca_depth,phylo_num_roots,phylo_num_taxa_extant,phylo_num_taxa_tree,phylo_sum_pairwise_distance,phylo_total_orgs,phylo_variance_evolutionary_distinctiveness,phylo_variance_pairwise_distance,plastic_odd_even,substitution_mut_cnt,total_mut_cnt,update
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21000,0.0,32099.1,False,40,all-u0_phase-two,112,40,1020,150,283,14,143.467,276.647,9.64252,140,269,9,3.53155,4.84013,0.659617,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1025.06,3735,9.97859,1856.2,133,266.991,61.1631,20.8427,1,47,967,1,1684,3736,8.66733e+07,3600,22493.7,1156.56,False,996,1076,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21001,0.0,45241.7,False,108,all-u0_phase-two,81,107,589,121,230,20,115.033,221.198,16.7815,111,217,16,2.67758,4.182,0.602353,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,605.951,2605,9.41217,1238.87,104,314.847,26.787,23.2445,1,58,569,1,1469,2606,2.8883e+07,3600,41097.7,286.89,False,492,707,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21002,0.0,30478.7,False,25,all-u0_phase-two,119,34,821,128,245,25,122.444,236.359,20.9593,119,232,20,3.25193,5.97719,0.911955,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,835.004,3450,10.0002,1168.36,90,270.886,36.81,13.1255,1,36,800,1,1771,3451,5.76935e+07,3600,29891.5,208.367,False,806,865,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21003,0.0,27130.7,False,9,all-u0_phase-two,114,13,1130,142,274,18,134.246,264.658,12.8312,130,257,12,5.37248,13.1848,0.935358,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1118.72,4286,10.1772,2004.48,195,286.178,124.141,46.9589,1,35,1033,1,1771,4287,1.9457e+08,3600,24668.3,2793.23,False,1162,1184,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21004,0.0,34240.3,False,380,all-u0_phase-two,107,384,1090,170,322,37,158.858,305.052,28.3864,153,298,26,15.3994,26.6675,8.90788,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1097.01,4049,10.0933,1036.3,166,256.938,87.1225,29.6134,1,55,1032,1,1783,4050,1.38407e+08,3600,24055.7,2167.59,False,949,1713,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21005,0.0,32269.4,False,619,all-u0_phase-two,109,618,1266,208,395,36,201.762,383.332,32.6132,188,352,31,10.8453,56.1733,0.724311,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1272.23,4698,10.2806,3186.96,473,233.95,95.3183,37.2363,1,37,1033,1,1864,4699,1.65503e+08,3600,28592.1,16310.6,False,1069,2306,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21006,0.0,28234.2,False,326,all-u0_phase-two,115,326,1395,225,415,51,212.593,400.252,38.2529,203,388,36,12.333,27.5462,4.04178,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1396.75,5667,10.5294,1058.94,238,201.06,127.648,35.1477,1,46,1296,1,2052,5668,2.68612e+08,3600,13163,5220.73,False,1280,1932,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21007,0.0,30912.5,False,527,all-u0_phase-two,119,535,1473,236,460,41,228.241,450.17,33.9458,224,443,32,5.84317,13.0912,2.28335,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1479.4,5438,10.4534,1100.67,137,196.658,78.0465,26.2038,1,55,1432,1,1991,5439,1.54614e+08,3600,12190.6,699.461,False,1354,2416,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21008,0.0,34472.1,False,30,all-u0_phase-two,108,28,805,137,255,23,130.329,246.282,18.5729,125,239,18,4.46036,11.1797,0.560012,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,807.569,3217,9.83008,6993.26,146,309.862,54.3793,23.7988,1,45,740,1,1611,3218,7.0522e+07,3600,77669.4,716.967,False,780,838,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21009,0.0,29583.3,False,677,all-u0_phase-two,116,679,1623,258,492,36,249.41,478.286,28.3112,242,469,27,9.5411,21.4993,2.28747,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1640.24,5413,10.3328,2714.64,247,218.079,70.5055,25.1283,1,42,1531,1,1915,5414,1.29212e+08,3600,22757,1520.66,False,1404,2760,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21010,0.0,29337.5,False,76,all-u0_phase-two,96,53,1122,173,310,38,166.115,302.793,33.6419,162,297,31,3.6869,7.75411,2.25293,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1134.43,3615,9.83685,1591.03,101,285.851,66.061,30.9107,1,41,1095,1,1561,3616,8.04346e+07,3600,31090.2,451.822,False,1095,1224,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21011,0.0,43647.8,False,198,all-u0_phase-two,80,182,730,137,255,40,126.902,240.021,35.8451,123,236,34,5.78331,10.5065,1.01435,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,745.988,2414,8.99192,3872.25,65,396.499,17.9257,6.73434,1,56,731,1,1304,2415,1.52289e+07,3600,119600,195.131,False,658,1038,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21012,0.0,15602.6,False,68,all-u0_phase-two,130,89,1106,191,384,46,180.981,372.708,43.3048,176,362,43,4.54251,17.9059,0.282058,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1109.2,5478,10.5743,2146.86,136,338.317,83.245,36.2121,1,32,1046,1,1995,5479,1.65575e+08,3600,38911.7,703.246,False,1050,1207,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21013,0.0,36343.4,False,32,all-u0_phase-two,100,25,971,134,244,25,129.516,237.355,23.3982,126,233,23,2.07906,4.58411,0.282626,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,981.895,3382,9.81544,2225.99,132,275.702,75.9294,29.9794,1,43,928,1,1582,3383,9.49551e+07,3600,38708.6,1393.81,False,954,1011,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21014,0.0,29570.1,False,209,all-u0_phase-two,119,212,1209,184,346,38,175.676,338.229,34.4942,171,330,34,5.14703,8.93023,0.416052,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1218.19,4157,10.0379,2241.29,218,325.882,130.41,43.2908,1,44,1122,1,1722,4158,1.93239e+08,3600,33123.5,4323.53,False,1138,1559,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21015,0.0,25637.6,False,293,all-u0_phase-two,120,298,1051,146,291,37,138.039,281.174,32.7909,133,273,31,7.02618,11.7279,1.258,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1063.59,4107,10.1642,1626.71,108,272.722,61.2849,18.1603,1,50,1022,1,1803,4108,9.95574e+07,3600,28694.4,480.387,False,990,1581,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21016,0.0,19940.7,False,5,all-u0_phase-two,114,11,1003,113,220,23,106.565,212.505,18.5262,103,208,18,3.43291,4.65164,0.437632,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1008.3,4128,10.0957,1845.3,260,390.367,112.061,41.1724,1,20,892,1,1678,4129,1.5767e+08,3600,50600.8,5626.49,False,1053,1069,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21017,0.0,30919.1,False,39,all-u0_phase-two,111,40,855,133,252,20,125.782,243.802,17.1544,122,238,16,3.81027,4.64713,0.708643,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,852.727,3235,9.84298,1687.95,108,304.549,50.0476,18.5515,1,41,812,1,1626,3236,6.61191e+07,3600,36645.8,848.37,False,817,896,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21018,0.0,33063.5,False,495,all-u0_phase-two,106,493,1344,216,396,36,206.13,386.388,30.8747,198,375,30,9.61524,17.195,0.878187,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1346.5,4780,10.2096,1133.3,159,226.318,101.816,32.6052,1,56,1285,1,1819,4781,1.6835e+08,3600,15263.2,1173.76,False,1212,2200,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21019,0.0,28701.7,False,223,all-u0_phase-two,121,223,1328,207,391,38,199.432,377.961,34.7235,194,370,34,6.37387,16.5545,0.664575,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1339.76,4785,10.388,1509.1,158,229.586,87.1495,32.1522,1,34,1277,1,1946,4786,1.64929e+08,3600,20275.8,1298.77,False,1254,1700,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21020,0.0,45730,False,214,all-u0_phase-two,77,204,603,107,196,36,101.733,190.145,32.0469,99,187,31,1.62348,1.87734,1.05692,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,621.595,2335,9.1609,1095.83,39,306.333,17.534,10.8316,1,65,610,1,1387,2336,1.68536e+07,3600,54356,55.6215,False,516,934,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21021,0.0,29413.4,False,747,all-u0_phase-two,123,747,1574,257,490,46,247.672,479.686,41.4214,243,473,41,4.13951,10.2474,0.471261,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1578.99,5218,10.4546,1584.98,99,196.926,55.2097,17.1473,1,66,1546,1,2005,5219,1.10917e+08,3600,15397.6,327.468,False,1385,2879,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21022,0.0,26888.8,False,439,all-u0_phase-two,122,454,1140,185,339,58,171.037,318.656,36.4384,164,305,35,14.6855,32.3838,8.82834,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1158.85,5089,10.414,1747.97,207,243.607,113.515,26.101,1,36,1079,1,1948,5090,2.15268e+08,3600,21902.8,3698.86,False,1066,1959,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21023,0.0,32182.1,False,279,all-u0_phase-two,109,271,1137,161,297,36,152.795,284.999,31.7447,148,278,31,6.04339,15.7754,0.699482,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1149.29,4038,10.0866,1434.63,118,248.155,70.0378,32.6119,1,44,1105,1,1759,4039,1.0829e+08,3600,24597.3,698.949,False,1083,1633,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21024,0.0,28615,False,36,all-u0_phase-two,122,34,1024,162,303,19,153.702,286.667,15.7614,147,276,15,9.34651,50.9609,0.533707,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1015.7,4200,10.0773,1195.39,474,324.279,259.937,75.5419,1,42,782,1,1727,4201,3.8741e+08,3600,27242.8,25187.1,False,1006,1076,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21025,0.0,33182.2,False,499,all-u0_phase-two,114,497,1295,203,401,48,196.076,390.282,42.9629,191,384,42,4.74675,9.49264,1.16629,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1303.01,4465,10.1476,1454.29,117,209.962,62.8663,19.4338,1,52,1262,1,1831,4466,1.05324e+08,3600,19469.8,582.269,False,1172,2168,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21026,0.0,33918.9,False,110,all-u0_phase-two,109,110,1059,163,314,29,153.867,298.929,21.1957,148,291,20,12.8347,34.7013,1.60978,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1075.89,3958,9.95514,2519.97,183,266.604,108.608,28.6239,1,60,1000,1,1702,3959,1.57215e+08,3600,29439.1,2826.76,False,1055,1275,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21027,0.0,34675.8,False,400,all-u0_phase-two,102,388,1310,218,415,51,211.028,404.101,47.6697,207,398,47,3.0936,7.49331,0.600937,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1319.2,4042,10.0687,1460.06,86,206.285,44.4901,20.024,1,59,1290,1,1738,4043,6.71558e+07,3600,18115.6,278.938,False,1187,1975,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21028,0.0,31382.6,False,449,all-u0_phase-two,113,450,1176,188,342,36,176.509,325.358,29.9873,170,315,28,9.02911,22.5084,3.25175,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1203.58,5102,10.3851,1236.17,279,233.694,113.713,21.8584,1,54,1091,1,1961,5103,2.18532e+08,3600,23121.6,6021.37,False,1047,1946,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21029,0.0,27331.1,False,822,all-u0_phase-two,127,834,1673,285,556,67,276.237,537.843,59.5567,270,530,59,7.69531,19.5776,0.876799,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1669.29,5995,10.4814,1903.83,196,217.115,89.6515,22.2927,1,48,1598,1,2019,5996,1.82635e+08,3600,22454.3,1684.4,False,1522,3178,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21030,0.0,30509.6,False,31,all-u0_phase-two,119,40,1053,146,282,18,138.047,271.586,16.4712,134,266,16,5.33622,5.71605,0.34034,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1063,4013,10.1295,2469.28,138,276.048,73.906,25.5497,1,44,1007,1,1755,4014,1.13751e+08,3600,40549.5,1404.06,False,1043,1114,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21031,0.0,5479.24,False,2925,all-u0_phase-two,142,2950,2279,883,2223,1333,844.07,2171.61,1315.8,809,2111,1303,170.754,684.166,37.3782,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,2272.52,19581,11.7977,7779.87,795,511.741,543.512,107.122,1,26,1914,1,3574,19582,3.4703e+09,3600,134361,47327.8,False,2512,8387,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21032,0.0,36170.7,False,75,all-u0_phase-two,97,61,1133,183,342,29,175.833,330.246,26.4186,172,325,26,3.31656,6.24869,0.317492,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1149.83,3794,10.0399,1362.54,97,224.73,46.3359,17.7292,1,50,1113,1,1646,3795,6.27311e+07,3600,20335.6,429.848,False,1132,1268,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21033,0.0,41129.2,False,495,all-u0_phase-two,95,490,802,136,248,43,128.11,238.369,39.5706,125,234,39,2.68561,5.40922,0.518794,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,822.023,3134,9.77205,1894.13,54,278.953,24.7755,12.3007,1,60,808,1,1651,3135,3.3746e+07,3600,40371.5,66.2834,False,648,1633,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21034,0.0,29699.2,False,267,all-u0_phase-two,117,271,1234,175,328,30,160.545,307.779,26.7416,150,289,20,23.6655,56.4068,5.02238,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1235.27,4674,10.3186,2213.99,452,249.794,151.891,34.2608,1,32,1026,1,1885,4675,2.69708e+08,3600,21225.7,21647.8,False,1196,1734,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21035,0.0,56119.1,False,60,all-u0_phase-two,71,61,410,91,177,17,84.9155,169.345,12.3479,80,162,11,3.16491,9.49167,1.16236,5,2,4,6,False,111101,111101,111101,not;nand;and;ornot;or;andnot,444.707,1992,9.0465,3431.06,42,412.402,21.1029,27.9891,1,69,429,1,1302,1993,1.78731e+07,3600,313624,89.7132,False,296,417,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21036,0.0,30985.2,False,44,all-u0_phase-two,113,48,1118,165,314,22,159.007,307.316,18.6244,156,301,18,2.36824,3.67363,0.593064,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1121.38,3739,9.95158,1165.75,241,288.488,56.0765,32.9729,1,42,1010,1,1640,3740,7.53657e+07,3600,25096.4,2779.48,False,1094,1186,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21037,0.0,31525.2,False,276,all-u0_phase-two,120,283,1287,190,362,40,184.438,353.173,32.3208,176,338,27,3.63013,13.5908,3.10157,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1291.95,4896,10.2945,1526.75,207,234.397,65.6961,17.0379,1,51,1203,1,1883,4897,1.16407e+08,3600,25337,1825.69,False,1259,1818,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21038,0.0,38902.7,False,334,all-u0_phase-two,96,328,1089,170,332,37,163.974,325.189,34.4969,159,320,34,3.0476,4.42009,0.443145,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1091.14,3667,9.80656,1182.56,77,227.131,46.344,29.0575,1,60,1064,1,1636,3668,6.19819e+07,3600,21194,225.514,False,954,1616,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21039,0.0,53316.7,False,110,all-u0_phase-two,74,109,659,136,260,20,130.201,253.612,17.4089,125,248,16,2.66945,3.66279,0.697734,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,693.335,2550,9.25796,1545.45,111,284.686,55.5113,21.5759,1,79,646,1,1399,2551,5.42845e+07,3600,37045,1131.48,False,535,754,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21040,0.0,29974.9,False,522,all-u0_phase-two,116,518,1417,236,418,37,228.557,406.753,25.8517,222,397,25,4.64903,9.58357,1.72915,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1417.71,5303,10.3847,2150.44,152,223.029,71.0846,10.9889,1,35,1351,1,1969,5304,1.37726e+08,3600,20730.1,1390.54,False,1206,2246,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21041,0.0,29338.9,False,37,all-u0_phase-two,119,35,978,137,239,22,130.917,230.899,16.6426,127,226,16,3.43804,5.92906,0.65883,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,981.841,3803,10.0485,2274.69,187,301.722,102.158,41.0576,1,38,903,1,1715,3804,1.50147e+08,3600,31919.5,2548.89,False,960,1032,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21042,0.0,30802.2,False,52,all-u0_phase-two,114,52,1103,166,318,26,158.536,311.031,22.4108,153,303,22,5.48118,6.64352,0.306793,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1110.84,3998,10.0927,2234.4,156,275.243,56.0132,20.5123,1,48,1042,1,1699,3999,8.07963e+07,3600,38958.9,688.578,False,1093,1197,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21043,0.0,30453.4,False,80,all-u0_phase-two,118,81,859,124,233,20,119.28,226.163,15.6046,116,222,15,2.04703,3.22673,0.593391,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,869.561,3348,9.97021,1664.43,84,310.247,41.8735,21.4649,1,44,835,1,1682,3349,5.91975e+07,3600,43285.5,221.717,False,831,992,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21044,0.0,29583.9,False,838,all-u0_phase-two,117,840,1581,262,504,43,253.287,493.858,34.9682,248,486,32,5.84437,11.4238,4.85173,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1596.94,5377,10.3947,2331.63,173,235.562,90.8895,16.676,1,40,1530,1,1949,5378,1.72538e+08,3600,27911.9,2456.65,False,1297,2975,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21045,0.0,32463.2,False,646,all-u0_phase-two,108,643,1326,210,394,40,201.091,385.631,35.6875,197,379,35,3.9772,6.79713,0.73704,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1338.6,4125,9.98583,1466.59,119,263.618,61.4581,27.604,1,49,1294,1,1712,4126,9.00125e+07,3600,27597.1,937.863,False,1118,2407,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21046,0.0,29666.8,False,726,all-u0_phase-two,110,726,1452,234,432,40,225.942,421.214,35.1095,222,413,34,4.84702,11.8698,1.23202,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1459.41,5130,10.3208,3213.44,227,238.291,126.476,26.0801,1,52,1365,1,1918,5131,2.32514e+08,3600,30799.7,4195.43,False,1261,2713,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21047,0.0,45084.6,False,375,all-u0_phase-two,80,375,920,158,297,27,150.751,288.157,23.5669,146,283,23,4.67605,7.07709,0.532276,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,936.563,3481,9.87516,971.14,106,218.761,44.3159,14.531,1,66,899,1,1660,3482,6.10216e+07,3600,21893.9,926.577,False,737,1487,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21048,0.0,31513.8,False,31,all-u0_phase-two,115,33,1151,165,321,19,158.41,311.264,15.7769,152,301,15,5.57102,12.755,0.548299,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1168.02,3924,10.0982,1083.73,137,268.83,54.7711,15.7814,1,55,1107,1,1744,3925,8.32463e+07,3600,28096.8,771.62,False,1138,1202,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21049,0.0,28577.5,False,728,all-u0_phase-two,123,726,1570,264,489,50,252.069,473.532,46.5412,246,467,46,7.00295,9.43609,0.53135,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1576.26,5337,10.3681,1549.79,355,223.126,57.257,20.5608,1,48,1413,1,1929,5338,1.06473e+08,3600,26126.8,4479.63,False,1461,2915,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21050,0.0,32098.3,False,554,all-u0_phase-two,109,551,1330,213,397,32,205.827,389.293,26.6057,201,381,26,4.77833,10.332,0.595527,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1346.73,4607,10.1126,2550.28,194,236.323,104.522,30.1341,1,45,1265,1,1811,4608,1.71308e+08,3600,26144.8,2505.37,False,1176,2281,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21051,0.0,36917.7,False,112,all-u0_phase-two,99,108,849,124,234,21,118.931,227.011,18.5895,115,222,18,3.69995,7.00601,0.506703,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,864.009,3211,9.79357,1382.39,104,248.552,57.2257,17.3771,1,50,824,1,1632,3212,7.61615e+07,3600,30430.7,867.809,False,770,990,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21052,0.0,33638.9,False,252,all-u0_phase-two,108,255,1320,200,378,31,191.669,367.246,27.7078,187,361,27,2.92398,4.98957,0.657282,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1317.98,4571,10.1607,4139.33,189,233.418,75.1142,26.4921,1,48,1235,1,1776,4572,1.18395e+08,3600,42811.1,1892.66,False,1300,1807,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21053,0.0,33100.7,False,391,all-u0_phase-two,103,379,1094,175,324,63,167.283,314.619,60.194,163,310,59,5.09008,8.22357,0.93612,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1104.42,3590,9.86054,1835.12,91,266.268,43.2508,15.179,1,41,1072,1,1639,3591,5.80573e+07,3600,38587.3,570.73,False,959,1729,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21054,0.0,29973.9,False,631,all-u0_phase-two,125,641,1482,235,442,45,226.717,430.504,37.548,218,415,35,9.35189,33.2129,1.04099,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1482.39,5501,10.3848,1339.74,308,228.63,126.386,24.1241,1,39,1340,1,1969,5502,2.44872e+08,3600,20924.6,5755.4,False,1239,2511,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21055,0.0,38781.8,False,186,all-u0_phase-two,95,181,881,116,223,31,110.279,216.402,28.7212,106,209,28,3.42166,8.7073,0.557688,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,900.047,3487,9.76306,2365.88,160,274.637,49.2785,21.6062,1,67,829,1,1632,3488,6.55845e+07,3600,44576.1,804.327,False,810,1177,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21056,0.0,32126.8,False,493,all-u0_phase-two,112,492,1139,185,346,33,177.193,332.504,28.8973,172,325,28,5.10451,12.6986,0.851488,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1152.31,4673,10.2921,2713.77,202,216.828,111.197,32.6019,1,52,1071,1,1899,4674,2.00393e+08,3600,29416.8,2861.47,False,972,1957,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21057,0.0,40476.1,False,112,all-u0_phase-two,92,111,1016,123,239,28,117.759,231.804,22.6586,114,228,22,2.69805,3.81962,0.603494,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1021.89,3307,9.79769,3297,72,228.233,33.9655,13.6261,1,68,992,1,1611,3308,4.40484e+07,3600,34426.6,154.93,False,1007,1230,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21058,0.0,25753.8,False,303,all-u0_phase-two,124,304,1318,202,394,33,195.406,385.911,27.7976,190,380,27,5.03166,6.24098,0.775435,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1321.15,4762,10.3931,2054.63,129,233.425,46.1257,25.2266,1,57,1259,1,1961,4763,8.86434e+07,3600,22705.2,377.916,False,1261,1868,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21059,0.0,29209.6,False,371,all-u0_phase-two,121,367,1115,185,349,34,176.751,339.389,28.6764,171,333,26,5.60008,11.3563,0.754677,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1127.91,4510,10.308,2107.91,202,239.432,53.1261,26.5728,1,42,1051,1,1956,4511,1.01577e+08,3600,29447.7,1237.78,False,977,1715,200000
0.0025,1,events-ALL-u0_phase-two.cfg,200000,21060,0.0,33468.9,False,338,all-u0_phase-two,112,342,1209,181,341,38,174.883,332.853,34.5953,171,326,34,3.1451,8.31321,0.509223,6,3,3,6,False,111111,111111,111111,not;nand;and;ornot;or;andnot,1221.42,4203,10.1803,4410.14,193,227.394,72.5288,17.9378,1,51,1128,1,1789,4204,1.16e+08,3600,36757.7,2398.99,False,1148,1828,200000
