COPY_MUT_PROB,DISABLE_REACTION_SENSORS,EVENT_FILE,PHYLOGENY_SNAPSHOT_RES,RANDOM_SEED,REACTION_SENSORS_NEUTRAL,average_generation,chg_env,deletion_mut_cnt,environment,genome_length,insertion_mut_cnt,lineage_length_genotypes,lineages_max_deleterious_steps,lineages_max_taxon_volatility,lineages_max_unique_taxa,lineages_mean_deleterious_steps,lineages_mean_taxon_volatility,lineages_mean_unique_taxa,lineages_min_deleterious_steps,lineages_min_taxon_volatility,lineages_min_unique_taxa,lineages_variance_deleterious_steps,lineages_variance_taxon_volatility,lineages_variance_unique_taxa,match_score_all,match_score_even,match_score_odd,match_score_odd_even,optimal_plastic,phenotype_all,phenotype_even,phenotype_odd,phenotype_task_order,phylo_ave_depth,phylo_current_phylogenetic_diversity,phylo_diversity,phylo_max_evolutionary_distinctiveness,phylo_max_pairwise_distance,phylo_mean_evolutionary_distinctiveness,phylo_mean_pairwise_distance,phylo_min_evolutionary_distinctiveness,phylo_min_pairwise_distance,phylo_mrca_changes,phylo_mrca_depth,phylo_num_roots,phylo_num_taxa_extant,phylo_num_taxa_tree,phylo_sum_pairwise_distance,phylo_total_orgs,phylo_variance_evolutionary_distinctiveness,phylo_variance_pairwise_distance,plastic_odd_even,substitution_mut_cnt,total_mut_cnt,update
0.0025,1,events-A-u0_phase-two.cfg,200000,21173,0.0,34059.2,False,484,a-u0_phase-two,109,488,1557,236,457,48,226.508,443.177,43.6688,222,438,43,3.74512,5.73649,0.62772,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1570.03,4888,10.3123,1498.12,113,203.055,57.9845,18.3295,1,50,1530,1,1866,4889,1.00896e+08,3600,19376.9,454.371,False,1487,2459,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21174,0.0,31811,False,35,a-u0_phase-two,110,34,1271,181,336,18,174.156,328.39,15.438,169,319,15,5.50814,10.5979,0.341668,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1269.8,4297,10.0984,6175.81,246,261.161,106.255,25.3837,1,47,1154,1,1717,4298,1.56533e+08,3600,40859,5371.51,False,1284,1353,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21175,0.0,29534.3,False,680,a-u0_phase-two,118,682,1862,298,564,40,289.133,552.147,31.5413,280,536,30,14.1043,41.8063,5.67209,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1869.76,6164,10.4325,1315.99,334,215.563,150.108,31.7448,1,47,1715,1,1975,6165,2.92609e+08,3600,16349.7,10113.7,False,1726,3088,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21176,0.0,37870.1,False,122,a-u0_phase-two,94,132,1232,163,306,30,154.035,292.785,25.0974,149,287,24,8.19724,16.3251,0.844662,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1249.02,4047,9.99317,1735.77,159,219.219,78.9318,17.399,1,67,1186,1,1673,4048,1.10396e+08,3600,21040.3,2267.06,False,1151,1405,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21177,0.0,53677.4,False,146,a-u0_phase-two,73,146,625,99,187,27,92.3071,178.925,24.7148,88,174,24,4.35892,7.03214,0.496064,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,657.676,2363,9.19047,1938.32,57,290.202,21.3935,12.1129,1,80,642,1,1273,2364,1.73208e+07,3600,45562,80.2361,False,525,817,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21178,0.0,28142.6,False,570,a-u0_phase-two,117,564,1648,282,531,50,270.632,508.528,38.95,258,491,38,14.1721,51.5111,1.94753,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1650.56,6579,10.6173,2125.47,420,214.307,181.829,28.5787,1,45,1475,1,2081,6580,3.93523e+08,3600,24746,16755.5,False,1518,2652,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21179,0.0,31195.8,False,390,a-u0_phase-two,116,398,1453,236,453,45,229.28,447.107,42.4821,226,443,42,2.63024,3.69109,0.393268,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1471,4505,10.1541,1269.96,168,239.344,58.8273,13.7475,1,49,1407,1,1755,4506,9.05432e+07,3600,21094.8,1098.89,False,1337,2125,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21180,0.0,30269.5,False,851,a-u0_phase-two,111,843,1803,281,526,49,271.243,510.375,46.4628,266,505,46,8.32136,17.3087,0.437295,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1816.23,5544,10.4001,1049.68,275,215.483,72.6243,25.5847,1,63,1701,1,1908,5545,1.32124e+08,3600,17532.8,4239.09,False,1618,3312,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21181,0.0,29682.8,False,733,a-u0_phase-two,117,730,1705,268,505,44,259.355,495.233,37.5923,254,486,37,7.13786,12.1809,0.991101,4,5,1,6,False,101110,101110,101110,not;nand;and;ornot;or;andnot,1711.2,5799,10.5259,1570.52,208,198.6,82.5885,20.4146,1,53,1620,1,2009,5800,1.66584e+08,3600,14608.6,1848.5,False,1581,3044,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21182,0.0,55791.6,False,220,a-u0_phase-two,65,213,745,115,211,27,109.614,205.045,23.5721,105,200,22,2.47916,3.83679,0.634934,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,771.228,2457,9.09634,1217.51,48,260.042,24.8471,20.7267,1,73,755,1,1297,2458,2.08829e+07,3600,36192.2,91.9328,False,677,1110,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21183,0.0,38505.1,False,116,a-u0_phase-two,89,113,1254,196,368,29,189.156,358.994,24.685,184,352,24,6.4085,13.0398,0.6357,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1276.96,4389,10.0805,1260.89,127,211.444,65.0901,23.1758,1,52,1228,1,1705,4390,9.45537e+07,3600,27938.9,813.498,False,1197,1426,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21184,0.0,36908.6,False,349,a-u0_phase-two,94,346,1249,211,405,42,203.387,397.919,39.5587,199,393,39,3.37658,4.34608,0.444601,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1265.46,3750,9.85702,1958.81,83,227.569,47.7241,12.4947,1,73,1234,1,1636,3751,6.38276e+07,3600,23390.8,475.79,False,1083,1778,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21185,0.0,33871,False,946,a-u0_phase-two,90,928,1670,263,502,72,255.6,492.56,68.6815,252,487,68,3.55169,4.84177,0.641248,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1679.82,4382,9.9804,2089.57,116,205.143,56.883,20.845,1,64,1634,1,1636,4383,7.60771e+07,3600,17036.1,948.839,False,1548,3422,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21186,0.0,37484.1,False,617,a-u0_phase-two,95,620,1591,271,524,37,262.794,511.393,32.3458,257,502,31,5.45686,18.3535,0.948789,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1598.2,4685,10.1026,2471.05,127,214.102,73.9741,27.8503,1,68,1549,1,1741,4686,1.12046e+08,3600,21367.8,853.731,False,1390,2627,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21187,0.0,29690.6,False,432,a-u0_phase-two,101,423,1691,292,558,42,284.142,545.217,34.5537,278,532,34,6.19467,22.4859,0.835769,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1688.26,6255,10.4436,1990.14,208,183.056,126.059,18.3057,1,41,1608,1,1974,6256,2.45482e+08,3600,16688,2412.29,False,1273,2128,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21188,0.0,29477.2,False,898,a-u0_phase-two,116,905,1826,317,600,53,303.062,578.577,39.6214,297,568,38,10.4224,27.9582,5.45017,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1833.58,5956,10.4118,3233.51,196,209.789,112.969,27.972,1,54,1763,1,1931,5957,2.10508e+08,3600,23601.5,1730.73,False,1591,3394,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21189,0.0,34006.9,False,641,a-u0_phase-two,101,636,1651,278,519,47,268.235,509.724,43.2856,261,498,41,12.0216,19.8146,1.85268,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1668.51,4644,10.1393,1290.7,280,219.575,117.695,29.6844,1,59,1542,1,1719,4645,1.73791e+08,3600,17016.1,8063.82,False,1591,2868,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21190,0.0,43643.1,False,228,a-u0_phase-two,81,220,1060,150,288,27,141.378,275.158,23.5842,137,270,23,3.11529,4.78097,0.525071,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1076.92,3645,9.87708,2122,109,190.675,33.1032,21.8715,1,67,1039,1,1609,3646,4.28235e+07,3600,20844.9,116.204,False,920,1368,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21191,0.0,39540,False,320,a-u0_phase-two,84,289,1237,187,359,48,180.681,351.788,41.7736,176,347,40,3.80644,5.29777,1.26353,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1255.46,4045,10.0058,1123.14,93,177.215,44.8721,13.005,1,69,1225,1,1709,4046,6.54901e+07,3600,12406.5,367.816,False,1087,1696,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21192,0.0,28292.8,False,214,a-u0_phase-two,119,214,1494,255,470,30,245.389,458.628,26.6964,242,449,26,4.90357,10.6101,0.578851,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1504.1,4717,10.1726,1675.04,190,258.285,62.4365,20.8211,1,48,1424,1,1769,4718,9.7638e+07,3600,23515,1228.8,False,1430,1858,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21193,0.0,27681.3,False,575,a-u0_phase-two,116,569,1626,264,496,48,254.347,481.797,43.722,248,473,42,8.78064,17.5058,1.80662,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1629.14,5853,10.4273,4527.41,270,229.796,108.898,18.3802,1,31,1515,1,1964,5854,2.09918e+08,3600,32760.6,3060.86,False,1473,2617,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21194,0.0,36540.1,False,140,a-u0_phase-two,104,144,1052,167,306,32,159.58,300.075,27.6839,156,295,27,4.21082,4.64795,0.682215,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1069.38,3556,9.97247,1396.41,71,249.417,34.2469,9.07604,1,50,1042,1,1648,3557,4.64775e+07,3600,25909,270.743,False,1003,1287,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21195,0.0,44345.1,False,434,a-u0_phase-two,79,427,1140,175,326,38,168.14,316.535,32.4042,161,306,27,3.59147,8.57767,5.46156,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1161.85,3712,9.7883,1191.73,119,201.673,51.3074,14.2303,1,66,1115,1,1581,3713,6.40824e+07,3600,19436.8,1202.66,False,1003,1864,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21196,0.0,5042.53,False,3555,a-u0_phase-two,636,3589,1695,510,929,202,492.519,898.359,174.754,476,868,155,42.1958,127.745,129.818,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1696.24,15519,11.6654,20639.5,910,554.121,596.849,114.078,1,9,1260,1,3344,15520,3.33608e+09,3600,257642,106305,False,2688,9832,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21197,0.0,33184.6,False,416,a-u0_phase-two,97,401,1485,254,467,53,247.584,458.004,49.6029,243,451,49,3.80252,8.34869,0.543738,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1492.29,4402,10.1119,2086.07,102,217.146,57.1033,19.4426,1,68,1456,1,1735,4403,8.58974e+07,3600,24641.9,443.1,False,1374,2191,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21198,0.0,29260.4,False,633,a-u0_phase-two,113,630,1730,291,541,50,283.794,524.056,46.5597,277,512,45,8.63716,43.3478,1.07613,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1731.48,5785,10.4173,2684.81,206,222.266,124.942,26.926,1,44,1643,1,1926,5786,2.31615e+08,3600,20964.4,3160.02,False,1589,2852,200000
0.0025,1,events-A-u0_phase-two.cfg,200000,21199,0.0,27603.9,False,678,a-u0_phase-two,113,676,1510,231,446,77,221.917,427.754,74.4693,217,420,74,6.26037,24.3891,0.42186,3,6,0,6,False,101010,101010,101010,not;nand;and;ornot;or;andnot,1527.22,5158,10.2946,2048.28,439,249.15,132.707,33.2241,1,36,1343,1,1875,5159,2.3315e+08,3600,27301.8,20222,False,1379,2733,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21200,0.0,41776.7,False,147,b-u0_phase-two,70,129,1252,169,332,44,162.147,325.707,39.751,158,321,39,3.88964,5.65896,0.677069,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1268.64,3510,9.61382,989.35,94,214.755,31.9332,13.1399,1,76,1238,1,1510,3511,3.63814e+07,3600,17924.8,364.317,False,1174,1450,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21201,0.0,40109.4,False,295,b-u0_phase-two,91,290,1196,204,396,43,196.755,383.9,40.6222,192,379,40,4.89531,8.81787,0.517554,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1202.83,3814,9.96218,1608.68,68,204.543,27.1922,17.9868,1,64,1184,1,1678,3815,3.82596e+07,3600,20217.3,62.5631,False,1083,1668,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21202,0.0,31662.1,False,910,b-u0_phase-two,104,909,1927,326,627,48,314.81,609.101,41.6787,309,599,40,5.9773,18.5993,0.87715,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1943.76,6150,10.3993,1075.27,209,185.192,94.2898,14.8292,1,59,1854,1,1936,6151,1.76612e+08,3600,14915.9,2650.47,False,1691,3510,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21203,0.0,27506.7,False,647,b-u0_phase-two,126,653,1742,281,534,47,268.986,517.848,39.7926,263,508,39,8.0192,15.5325,0.874267,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1747.4,6024,10.4504,2163.51,374,236.666,114.765,37.3086,1,53,1576,1,1958,6025,2.19878e+08,3600,26021,7064.25,False,1601,2901,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21204,0.0,11478.3,False,1353,b-u0_phase-two,281,1416,2106,414,760,196,394.361,732.663,165.117,385,716,159,27.8771,71.9326,71.2833,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2121.3,10951,11.2022,2263.57,464,358.671,263.976,42.2445,1,17,1928,1,2681,10952,9.48346e+08,3600,35873.7,15921.9,False,2217,4986,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21205,0.0,27483.6,False,1039,b-u0_phase-two,116,1028,2194,370,721,71,359.653,702.517,65.7211,350,687,64,10.0791,42.537,1.3718,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2180.34,6833,10.5561,5023.65,227,205.528,134.067,29.6749,1,54,2084,1,2033,6834,2.7692e+08,3600,30452.9,3654.37,False,2012,4079,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21206,0.0,31033.4,False,531,b-u0_phase-two,112,531,1763,278,517,45,266.441,500.671,40.6961,259,492,40,11.9914,21.4491,0.699203,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1765.79,5669,10.3378,1597.14,231,220.245,130.454,32.5094,1,40,1668,1,1866,5670,2.26996e+08,3600,13896.6,3495.63,False,1765,2827,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21207,0.0,41994.8,False,472,b-u0_phase-two,94,478,1384,225,433,42,218.383,425.026,37.7526,214,419,37,3.90384,4.48617,0.686779,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1398.33,4250,10.0824,1005.37,89,180.146,43.7827,14.2792,1,68,1365,1,1750,4251,6.70039e+07,3600,10744.8,242.397,False,1215,2165,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21208,0.0,26333,False,748,b-u0_phase-two,122,745,1872,322,584,65,309.504,563.847,58.3756,302,554,58,7.46844,11.178,0.462299,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1886.4,6523,10.5591,1693.87,235,209.276,130.754,27.9011,1,40,1797,1,2037,6524,2.71139e+08,3600,18682.9,3289.02,False,1722,3215,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21209,0.0,21831.9,False,3097,b-u0_phase-two,940,3917,2257,519,1226,668,488.564,1192.39,627.917,466,1160,600,112.566,237.246,220.774,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2258.5,16565,11.7754,7687.36,719,586.108,438.12,101.148,1,47,1930,1,3533,16566,2.73355e+09,3600,159727,40053.5,False,2296,9310,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21210,0.0,52650.9,False,210,b-u0_phase-two,72,211,979,209,406,28,202.766,396.251,25.5658,199,392,25,3.9509,5.58456,0.438944,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1011.39,3078,9.40933,1480.8,82,221.899,32.3387,10.7458,1,78,980,1,1428,3079,3.29491e+07,3600,22841,286.779,False,705,1126,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21211,0.0,31801.1,False,415,b-u0_phase-two,108,409,1781,270,518,61,261.529,503.179,56.5162,256,497,56,6.74525,10.1181,0.475436,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1800.8,5087,10.2332,963.74,206,209.624,81.8457,29.5583,1,54,1718,1,1790,5088,1.31048e+08,3600,12060.2,2595.77,False,1745,2569,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21212,0.0,33485.1,False,550,b-u0_phase-two,98,542,2200,463,883,48,454.523,868.129,38.4888,448,858,38,7.31024,18.3004,0.590323,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2207.7,5793,10.2913,1404.43,248,181.253,72.497,25.3092,1,55,2102,1,1827,5794,1.20929e+08,3600,14897.6,1618.49,False,1840,2932,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21213,0.0,34176.1,False,681,b-u0_phase-two,96,669,1909,328,624,52,319.586,611.736,48.4236,315,604,48,3.62507,8.7766,0.459552,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1913.52,5481,10.2575,929.981,159,174.17,55.5044,16.7691,1,66,1852,1,1820,5482,9.18758e+07,3600,11308.4,718.903,False,1725,3075,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21214,0.0,50812.7,False,142,b-u0_phase-two,73,140,881,130,252,24,123.419,245.091,20.6805,120,241,20,2.15095,2.40775,0.546451,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,891.096,3045,9.55536,5740,73,227.871,41.8286,13.0821,1,72,864,1,1471,3046,4.52245e+07,3600,45468.4,289.07,False,820,1102,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21215,0.0,10216,False,2566,b-u0_phase-two,289,2390,2195,494,932,169,477.723,903.966,150.175,466,882,147,25.513,95.1314,8.55251,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2199.49,13062,11.3195,6894.82,564,356.453,383.428,62.5677,1,19,1937,1,2829,13063,1.53379e+09,3600,78427.3,25342.6,False,2448,7404,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21216,0.0,4512.26,False,1413,b-u0_phase-two,956,1419,1643,624,1299,896,596.218,1267.57,875.691,567,1222,831,98.6328,255.532,121.561,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1639.09,17081,11.7771,14850.2,700,665.84,424.631,176.591,1,16,1309,1,3535,17082,2.65239e+09,3600,201982,41434,False,2473,5305,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21217,0.0,31957.9,False,97,b-u0_phase-two,105,90,1584,233,453,35,225.793,442.545,32.6026,220,431,32,4.37974,17.0002,0.453915,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1591.08,5207,10.2317,1603.77,175,193.719,109.225,23.4728,1,63,1519,1,1744,5208,1.66011e+08,3600,12184.4,2010.11,False,1590,1777,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21218,0.0,28265.7,False,1108,b-u0_phase-two,119,1111,2021,330,642,60,318.803,627.866,56.4705,311,615,56,15.1302,44.185,0.45013,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2041.51,6721,10.5214,3463.73,294,207.92,180.189,32.9829,1,47,1914,1,2000,6722,3.60198e+08,3600,26829.3,7243.97,False,1846,4065,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21219,0.0,28946.1,False,722,b-u0_phase-two,111,717,1857,284,545,50,274.673,534.91,46.3543,267,521,45,8.08015,21.1374,1.19134,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1847.9,5538,10.3244,1094.94,259,226.141,99.8323,23.0744,1,58,1740,1,1843,5539,1.69456e+08,3600,19489.7,1881.41,False,1715,3154,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21220,0.0,40747.1,False,232,b-u0_phase-two,75,211,1295,199,376,50,191.799,365.717,45.0884,182,349,38,10.8795,28.7078,8.93517,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1331.21,3818,9.79286,2104.93,121,197.077,47.7315,8.23574,1,60,1275,1,1561,3819,5.8117e+07,3600,20421.1,1676.93,False,1232,1675,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21221,0.0,24439.4,False,1232,b-u0_phase-two,140,1242,2045,341,644,71,330.713,631.248,50.0632,323,618,47,13.2347,18.5609,15.327,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2047.2,7315,10.7135,4181.46,364,217.94,138.787,36.7432,1,36,1870,1,2169,7316,3.26316e+08,3600,23138,2882.99,False,1983,4457,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21222,0.0,30109.8,False,40,b-u0_phase-two,115,37,1635,265,481,26,250.195,461.568,20.73,243,452,20,22.2416,42.896,0.860032,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1640.47,5367,10.305,2507.9,313,238.447,117.605,24.5839,1,55,1509,1,1789,5368,1.88093e+08,3600,38131.5,5429.29,False,1683,1760,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21223,0.0,29286,False,455,b-u0_phase-two,116,455,1778,275,520,50,265.41,501.639,42.8937,258,491,42,9.58074,30.8338,1.54465,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1763.28,6177,10.4649,3173.07,240,210.844,95.8895,23.826,1,60,1669,1,1966,6178,1.8522e+08,3600,20157.6,2157.31,False,1688,2598,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21224,0.0,27785.9,False,836,b-u0_phase-two,122,839,1950,292,554,53,283.035,540.773,42.6041,278,532,42,4.68599,10.1193,0.924848,4,1,5,6,False,110101,110101,110101,not;nand;and;ornot;or;andnot,1958.02,6467,10.516,2930,234,207.351,137.401,23.1184,1,28,1860,1,1998,6468,2.74115e+08,3600,17417.2,4721.81,False,1843,3518,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21225,0.0,36544,False,720,b-u0_phase-two,99,720,1714,276,522,42,269.174,510.204,36.0849,265,505,35,5.08394,8.50081,1.27136,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1727.58,5133,10.2775,2981.27,110,169.656,45.0462,7.11451,1,70,1693,1,1838,5134,7.60471e+07,3600,14550.7,632.369,False,1474,2914,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21226,0.0,28335.2,False,1196,b-u0_phase-two,110,1188,2241,387,752,38,378.592,739.486,33.4412,373,731,30,4.41819,10.1176,2.36769,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2239.24,6356,10.5081,1110.94,132,190.264,76.022,15.5889,1,60,2186,1,1981,6357,1.49094e+08,3600,13397.5,675.598,False,1751,4135,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21227,0.0,26818.7,False,1000,b-u0_phase-two,122,1006,2127,357,677,48,349.342,667.857,43.3741,343,661,43,4.56298,7.81154,0.412979,4,1,5,6,False,110101,110101,110101,not;nand;and;ornot;or;andnot,2126.31,7197,10.664,1831.53,160,184.302,83.2676,17.8829,1,37,2051,1,2136,7198,1.89865e+08,3600,17078.3,712.757,False,1830,3836,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21228,0.0,28315,False,796,b-u0_phase-two,111,783,2060,342,659,55,331.333,647.717,49.5261,325,637,47,9.66129,25.6614,2.76236,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2069.79,5707,10.261,2472.19,140,221.501,91.805,31.919,1,47,2011,1,1840,5708,1.55323e+08,3600,19003.2,960.913,False,1804,3383,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21229,0.0,33528.4,False,447,b-u0_phase-two,101,447,1542,216,407,40,209.683,396.479,32.9722,205,386,31,4.29786,10.3227,2.57625,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1563.32,5714,10.4199,1498.24,189,193.487,104.721,31.5992,1,64,1482,1,1941,5715,1.97166e+08,3600,14163.5,2673.81,False,1521,2415,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21230,0.0,24965.3,False,1181,b-u0_phase-two,153,1193,2235,395,744,67,371.426,718.171,51.0694,358,696,48,83.6823,190.037,7.57128,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2223.26,7746,10.7852,1638.2,486,214.643,200.594,45.5525,1,48,1992,1,2234,7747,5.00335e+08,3600,24070.1,9028.17,False,2018,4392,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21231,0.0,29961.1,False,95,b-u0_phase-two,113,99,1479,206,385,28,200.827,376.217,22.7229,195,366,22,3.83929,10.9843,0.910338,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1487.66,5045,10.2661,1978.45,224,254.246,84.1745,38.0649,1,53,1390,1,1783,5046,1.33724e+08,3600,24479,1656.32,False,1513,1707,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21232,0.0,44748.5,False,453,b-u0_phase-two,70,412,1208,196,352,45,189.695,343.152,42.6919,186,339,42,3.23096,4.85269,0.551957,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1228.16,3495,9.58629,1019.72,88,203.431,48.9982,17.1553,1,89,1195,1,1464,3496,5.24729e+07,3600,19432,520.193,False,1115,1980,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21233,0.0,30280.4,False,630,b-u0_phase-two,97,613,1823,292,551,60,282.236,535.044,52.9773,270,514,47,16.7131,58.6661,13.5783,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,1821.14,5672,10.2924,1279.75,216,195.342,115.39,15.0824,1,45,1727,1,1847,5673,1.96715e+08,3600,15312,3298.5,False,1741,2984,200000
0.0025,1,events-B-u0_phase-two.cfg,200000,21234,0.0,28117,False,1713,b-u0_phase-two,105,1646,2106,411,788,150,398.428,768.612,143.204,392,759,141,12.6889,35.3978,7.29171,3,0,6,6,False,010101,010101,010101,not;nand;and;ornot;or;andnot,2101.84,6374,10.4676,1384.72,289,179.889,141.646,24.2685,1,40,1979,1,1941,6375,2.66686e+08,3600,13421.3,10526.7,False,1969,5328,200000
