COPY_MUT_PROB,DISABLE_REACTION_SENSORS,EVENT_FILE,RANDOM_SEED,REACTION_SENSORS_NEUTRAL,change_rate,changing_env,average_generation,equals,equals_all_update,equals_odd+even,equals_odd+even_update,equals_update,genome_length,lineage_length,match_score_all,match_score_even,match_score_odd,match_score_odd_even,phenotype_all,phenotype_even,phenotype_odd,phenotype_task_order,plastic_odd_even,plastic_odd_even_update
0.0025,1,events-const-01.cfg,1112,0.0,u0,0,32833.4,True,39735,True,39735,39735,96,1475,5,7,3,10,101010011,101010011,101010011,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1113,0.0,u0,0,36096.8,False,None,False,None,None,117,1423,3,7,1,8,101010000,101010000,101010000,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1114,0.0,u0,0,43686.2,True,179221,True,179221,179221,105,1415,5,7,3,10,101010011,101010011,101010011,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1115,0.0,u0,0,30161.7,True,93470,True,93470,93470,108,1264,4,8,2,10,101010001,101010001,101010001,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1116,0.0,u0,0,34460.8,False,154077,False,154077,154077,114,1521,2,6,2,8,100010000,100010000,100010000,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1117,0.0,u0,0,45795,False,None,False,None,None,63,1435,2,6,2,8,100010000,100010000,100010000,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1118,0.0,u0,0,28944.2,False,None,False,None,None,120,1573,3,7,1,8,101010000,101010000,101010000,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1119,0.0,u0,0,33832.9,True,29657,True,29657,29657,103,1110,4,8,2,10,101010001,101010001,101010001,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1120,0.0,u0,0,27073.2,True,178509,True,178509,178509,117,1696,5,7,3,10,101010011,101010011,101010011,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
0.0025,1,events-const-01.cfg,1121,0.0,u0,0,28234.6,False,None,False,None,None,103,1837,3,7,1,8,101010000,101010000,101010000,not;nand;and;ornot;or;andnot;nor;xor;equals,False,None
